Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","P-core 0 VID [V]","P-core 1 VID [V]","P-core 2 VID [V]","P-core 3 VID [V]","P-core 4 VID [V]","P-core 5 VID [V]","E-core 6 VID [V]","E-core 7 VID [V]","E-core 8 VID [V]","E-core 9 VID [V]","E-core 10 VID [V]","E-core 11 VID [V]","E-core 12 VID [V]","E-core 13 VID [V]","SA VID [V]","Core Clocks (avg) [MHz]","P-core 0 Clock [MHz]","P-core 1 Clock [MHz]","P-core 2 Clock [MHz]","P-core 3 Clock [MHz]","P-core 4 Clock [MHz]","P-core 5 Clock [MHz]","E-core 6 Clock [MHz]","E-core 7 Clock [MHz]","E-core 8 Clock [MHz]","E-core 9 Clock [MHz]","E-core 10 Clock [MHz]","E-core 11 Clock [MHz]","E-core 12 Clock [MHz]","E-core 13 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","Core Effective Clocks (avg) [MHz]","P-core 0 T0 Effective Clock [MHz]","P-core 0 T1 Effective Clock [MHz]","P-core 1 T0 Effective Clock [MHz]","P-core 1 T1 Effective Clock [MHz]","P-core 2 T0 Effective Clock [MHz]","P-core 2 T1 Effective Clock [MHz]","P-core 3 T0 Effective Clock [MHz]","P-core 3 T1 Effective Clock [MHz]","P-core 4 T0 Effective Clock [MHz]","P-core 4 T1 Effective Clock [MHz]","P-core 5 T0 Effective Clock [MHz]","P-core 5 T1 Effective Clock [MHz]","E-core 6 T0 Effective Clock [MHz]","E-core 7 T0 Effective Clock [MHz]","E-core 8 T0 Effective Clock [MHz]","E-core 9 T0 Effective Clock [MHz]","E-core 10 T0 Effective Clock [MHz]","E-core 11 T0 Effective Clock [MHz]","E-core 12 T0 Effective Clock [MHz]","E-core 13 T0 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","P-core 0 T0 Usage [%]","P-core 0 T1 Usage [%]","P-core 1 T0 Usage [%]","P-core 1 T1 Usage [%]","P-core 2 T0 Usage [%]","P-core 2 T1 Usage [%]","P-core 3 T0 Usage [%]","P-core 3 T1 Usage [%]","P-core 4 T0 Usage [%]","P-core 4 T1 Usage [%]","P-core 5 T0 Usage [%]","P-core 5 T1 Usage [%]","E-core 6 T0 Usage [%]","E-core 7 T0 Usage [%]","E-core 8 T0 Usage [%]","E-core 9 T0 Usage [%]","E-core 10 T0 Usage [%]","E-core 11 T0 Usage [%]","E-core 12 T0 Usage [%]","E-core 13 T0 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","P-core 0 T0 Utility [%]","P-core 0 T1 Utility [%]","P-core 1 T0 Utility [%]","P-core 1 T1 Utility [%]","P-core 2 T0 Utility [%]","P-core 2 T1 Utility [%]","P-core 3 T0 Utility [%]","P-core 3 T1 Utility [%]","P-core 4 T0 Utility [%]","P-core 4 T1 Utility [%]","P-core 5 T0 Utility [%]","P-core 5 T1 Utility [%]","E-core 6 T0 Utility [%]","E-core 7 T0 Utility [%]","E-core 8 T0 Utility [%]","E-core 9 T0 Utility [%]","E-core 10 T0 Utility [%]","E-core 11 T0 Utility [%]","E-core 12 T0 Utility [%]","E-core 13 T0 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","P-core 0 Ratio [x]","P-core 1 Ratio [x]","P-core 2 Ratio [x]","P-core 3 Ratio [x]","P-core 4 Ratio [x]","P-core 5 Ratio [x]","E-core 6 Ratio [x]","E-core 7 Ratio [x]","E-core 8 Ratio [x]","E-core 9 Ratio [x]","E-core 10 Ratio [x]","E-core 11 Ratio [x]","E-core 12 Ratio [x]","E-core 13 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","P-core 0 [°C]","P-core 1 [°C]","P-core 2 [°C]","P-core 3 [°C]","P-core 4 [°C]","P-core 5 [°C]","E-core 6 [°C]","E-core 7 [°C]","E-core 8 [°C]","E-core 9 [°C]","E-core 10 [°C]","E-core 11 [°C]","E-core 12 [°C]","E-core 13 [°C]","Core Distance to TjMAX (avg) [°C]","P-core 0 Distance to TjMAX [°C]","P-core 1 Distance to TjMAX [°C]","P-core 2 Distance to TjMAX [°C]","P-core 3 Distance to TjMAX [°C]","P-core 4 Distance to TjMAX [°C]","P-core 5 Distance to TjMAX [°C]","E-core 6 Distance to TjMAX [°C]","E-core 7 Distance to TjMAX [°C]","E-core 8 Distance to TjMAX [°C]","E-core 9 Distance to TjMAX [°C]","E-core 10 Distance to TjMAX [°C]","E-core 11 Distance to TjMAX [°C]","E-core 12 Distance to TjMAX [°C]","E-core 13 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","P-core 0 Thermal Throttling [Yes/No]","P-core 1 Thermal Throttling [Yes/No]","P-core 2 Thermal Throttling [Yes/No]","P-core 3 Thermal Throttling [Yes/No]","P-core 4 Thermal Throttling [Yes/No]","P-core 5 Thermal Throttling [Yes/No]","E-core 6 Thermal Throttling [Yes/No]","E-core 7 Thermal Throttling [Yes/No]","E-core 8 Thermal Throttling [Yes/No]","E-core 9 Thermal Throttling [Yes/No]","E-core 10 Thermal Throttling [Yes/No]","E-core 11 Thermal Throttling [Yes/No]","E-core 12 Thermal Throttling [Yes/No]","E-core 13 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","P-core 0 Critical Temperature [Yes/No]","P-core 1 Critical Temperature [Yes/No]","P-core 2 Critical Temperature [Yes/No]","P-core 3 Critical Temperature [Yes/No]","P-core 4 Critical Temperature [Yes/No]","P-core 5 Critical Temperature [Yes/No]","E-core 6 Critical Temperature [Yes/No]","E-core 7 Critical Temperature [Yes/No]","E-core 8 Critical Temperature [Yes/No]","E-core 9 Critical Temperature [Yes/No]","E-core 10 Critical Temperature [Yes/No]","E-core 11 Critical Temperature [Yes/No]","E-core 12 Critical Temperature [Yes/No]","E-core 13 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","P-core 0 Power Limit Exceeded [Yes/No]","P-core 1 Power Limit Exceeded [Yes/No]","P-core 2 Power Limit Exceeded [Yes/No]","P-core 3 Power Limit Exceeded [Yes/No]","P-core 4 Power Limit Exceeded [Yes/No]","P-core 5 Power Limit Exceeded [Yes/No]","E-core 6 Power Limit Exceeded [Yes/No]","E-core 7 Power Limit Exceeded [Yes/No]","E-core 8 Power Limit Exceeded [Yes/No]","E-core 9 Power Limit Exceeded [Yes/No]","E-core 10 Power Limit Exceeded [Yes/No]","E-core 11 Power Limit Exceeded [Yes/No]","E-core 12 Power Limit Exceeded [Yes/No]","E-core 13 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","iGPU VID [V]","Voltage Offsets (avg) [V]","IA Voltage Offset [V]","GT Voltage Offset [V]","CLR (CBo/LLC/Ring) Voltage Offset [V]","GT Media Voltage Offset [V]","SA Voltage Offset [V]","L2 E-core Voltage Offset [V]","VDDQ TX Voltage [V]","VR VCC Current (SVID IOUT) [A]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total System Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PCH Power [W]","PL1 Power Limit (Static) [W]","PL1 Power Limit (Dynamic) [W]","PL2 Power Limit (Static) [W]","PL2 Power Limit (Dynamic) [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Core C0 Residency (avg) [%]","P-core 0 T0 C0 Residency [%]","P-core 0 T1 C0 Residency [%]","P-core 1 T0 C0 Residency [%]","P-core 1 T1 C0 Residency [%]","P-core 2 T0 C0 Residency [%]","P-core 2 T1 C0 Residency [%]","P-core 3 T0 C0 Residency [%]","P-core 3 T1 C0 Residency [%]","P-core 4 T0 C0 Residency [%]","P-core 4 T1 C0 Residency [%]","P-core 5 T0 C0 Residency [%]","P-core 5 T1 C0 Residency [%]","E-core 6 T0 C0 Residency [%]","E-core 7 T0 C0 Residency [%]","E-core 8 T0 C0 Residency [%]","E-core 9 T0 C0 Residency [%]","E-core 10 T0 C0 Residency [%]","E-core 11 T0 C0 Residency [%]","E-core 12 T0 C0 Residency [%]","E-core 13 T0 C0 Residency [%]","Core C1 Residency (avg) [%]","P-core 0 C1 Residency [%]","P-core 1 C1 Residency [%]","P-core 2 C1 Residency [%]","P-core 3 C1 Residency [%]","P-core 4 C1 Residency [%]","P-core 5 C1 Residency [%]","E-core 6 C1 Residency [%]","E-core 7 C1 Residency [%]","E-core 8 C1 Residency [%]","E-core 9 C1 Residency [%]","E-core 10 C1 Residency [%]","E-core 11 C1 Residency [%]","E-core 12 C1 Residency [%]","E-core 13 C1 Residency [%]","Core C6 Residency (avg) [%]","P-core 0 C6 Residency [%]","P-core 1 C6 Residency [%]","P-core 2 C6 Residency [%]","P-core 3 C6 Residency [%]","P-core 4 C6 Residency [%]","P-core 5 C6 Residency [%]","E-core 6 C6 Residency [%]","E-core 7 C6 Residency [%]","E-core 8 C6 Residency [%]","E-core 9 C6 Residency [%]","E-core 10 C6 Residency [%]","E-core 11 C6 Residency [%]","E-core 12 C6 Residency [%]","E-core 13 C6 Residency [%]","Core C7 Residency (avg) [%]","P-core 0 C7 Residency [%]","P-core 1 C7 Residency [%]","P-core 2 C7 Residency [%]","P-core 3 C7 Residency [%]","P-core 4 C7 Residency [%]","P-core 5 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","Gear Mode []","IA Limit Reasons (avg) [Yes/No]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","IA: Thermal Velocity Boost [Yes/No]","GT Limit Reasons (avg) [Yes/No]","GT: PROCHOT [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","Ring Limit Reasons (avg) [Yes/No]","RING: PROCHOT [Yes/No]","RING: Thermal Event [Yes/No]","RING: DDR RAPL [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","PCH Temperature [°C]","SPD Hub Temperature [°C]","VDD (SWA) Voltage [V]","VDDQ (SWB) Voltage [V]","VPP (SWC) Voltage [V]","1.8V VOUT Voltage [V]","1.0V VOUT Voltage [V]","VIN Voltage [V]","PMIC High Temperature [Yes/No]","PMIC Over Voltage [Yes/No]","PMIC Under Voltage [Yes/No]","SPD Hub Temperature [°C]","VDD (SWA) Voltage [V]","VDDQ (SWB) Voltage [V]","VPP (SWC) Voltage [V]","1.8V VOUT Voltage [V]","1.0V VOUT Voltage [V]","VIN Voltage [V]","PMIC High Temperature [Yes/No]","PMIC Over Voltage [Yes/No]","PMIC Under Voltage [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Available Spare [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Hot Spot Temperature [°C]","GPU Thermal Limit [°C]","GPU Core Voltage [V]","GPU Rail Voltages (avg) [V]","GPU FBVDD Input Voltage [V]","GPU 8-pin #1 Input Voltage [V]","GPU Power [W]","GPU Rail Powers (avg) [W]","GPU Core (NVVDD) Input Power (sum) [W]","GPU FBVDD Input Power [W]","GPU 8-pin #1 Input Power [W]","GPU Core (NVVDD2) Input Power (sum) [W]","GPU Input PP Source Power (sum) [W]","GPU Core (NVVDD) Output Power [W]","GPU Core (NVVDD) Output Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Effective Clock [MHz]","GPU Crossbar Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usages (avg) [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Encode 0 Usage [%]","GPU VR Usage [%]","GPU Performance Limiters (avg) [Yes/No]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","GPU Memory Available [MB]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Charge Rate [W]","Wear Level [%]","Framerate Presented (avg) [FPS]","Framerate Presented (99%) [FPS]","Framerate Presented (1%) [FPS]","Framerate Displayed (avg) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
13.8.2025,13:58:50.898,26281,48653,35.0,23792,41414,36.4,1.2,1.160,1.161,1.374,1.375,1.370,1.250,1.335,1.290,1.285,1.175,1.225,1.203,0.738,0.728,0.728,0.818,2529.5,1396.6,4888.0,4987.8,4987.8,1396.6,1396.6,1795.6,3790.7,1795.6,1795.6,1795.6,1795.6,1795.6,1795.6,99.8,3591.2,193.9,208.6,52.2,294.6,27.3,657.8,49.5,686.4,45.0,459.4,28.6,370.1,15.4,312.0,100.5,30.1,39.8,257.7,156.3,32.4,53.3,211.1,8.2,7.6,2.4,12.8,1.2,25.5,2.4,24.7,1.9,20.4,1.1,17.3,0.8,16.0,4.3,1.1,2.1,12.1,7.8,1.1,2.2,25.5,8.2,100.0,9.1,8.9,2.4,12.5,1.3,28.4,2.2,29.0,2.0,19.4,1.3,15.4,0.9,17.8,6.0,2.0,3.2,15.0,9.7,2.1,3.2,9.1,25.4,14.0,49.0,50.0,50.0,14.0,14.0,18.0,38.0,18.0,18.0,18.0,18.0,18.0,18.0,36.0,67,67,72,73,78,64,66,66,66,66,66,63,63,64,64,33,33,28,27,22,36,34,34,34,34,34,37,37,36,36,77,78,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,86,86,66,0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,21.250,22.979,15.894,0.012,47.611,6.173,0.493,0.056,115.0,22.0,115.0,115.0,300.0,2.9,0.0,0.0,0.0,0.0,510,0,10.7,0.0,8.6,8.1,3.0,13.2,1.7,25.0,2.8,25.3,2.3,20.4,1.6,17.8,1.0,16.4,4.8,1.6,2.0,12.5,7.7,1.5,2.6,6.1,5.2,7.2,22.3,28.9,8.0,6.7,0.8,1.7,0.0,0.0,3.4,0.9,0.0,0.0,52.4,0.0,1.7,0.3,1.2,2.9,1.9,80.3,91.3,96.4,96.0,80.9,88.9,96.4,95.4,60.9,79.6,74.2,44.3,36.5,62.4,68.7,2394.1,24.00,40,39,39,76,115,383,2,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,64.0,53.2,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,55.0,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,39,91.0,100.0,No,No,30125,22902,1.1,1.3,2.4,0.111,0.067,407656,692470,65.5,75.4,75.0,0.669,12.092,12.079,12.105,12.616,5.373,4.874,4.675,9.563,4.874,7.789,1.168,4.666,1177.0,1375.2,1042.0,1177.5,1125.0,1.0,0.0,0.0,0.0,11.2,0.0,0.2,0.0,0.0,0.0,0.0,Yes,No,No,No,No,Yes,No,7277,915,776,103,16.0,11.971,44.243,100.0,0.000,47.5,32.5,3.0,1.6,32.9,30.74,626.81,337.16,0.52,30.64,493.88,0.07,1252,98,1.7,1.5,0,0,0.0,0.0,0,
13.8.2025,13:58:52.888,26343,48591,35.1,23738,41468,36.4,1.2,1.152,1.228,1.101,1.151,1.156,1.101,1.126,1.161,1.166,1.151,1.166,1.146,1.166,1.166,1.136,0.818,3120.9,4289.5,4189.8,4189.8,4189.8,1396.6,1396.6,3192.2,3192.2,3192.2,3192.2,3092.4,3192.2,3192.2,1795.6,99.8,3591.2,380.2,594.3,68.3,451.6,86.0,1126.9,213.2,1102.1,240.4,748.1,66.2,653.5,182.2,303.2,223.1,232.3,193.1,409.7,217.6,272.8,218.6,405.3,13.4,19.1,2.0,12.5,2.1,32.6,5.9,34.0,6.9,27.2,2.7,23.9,5.4,14.1,9.8,10.9,8.5,19.0,9.1,12.3,9.9,34.0,13.4,100.0,17.4,24.8,2.9,18.6,3.6,46.6,8.9,45.7,9.8,30.8,2.8,27.0,7.5,17.3,12.8,13.3,11.2,23.4,12.5,15.6,12.6,17.4,31.3,43.0,42.0,42.0,42.0,14.0,14.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,18.0,36.0,79,89,89,100,92,87,73,73,73,73,73,73,72,72,72,21,11,11,0,8,13,27,27,27,27,27,27,28,28,28,89,100,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,92,92,66,0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,25.000,17.577,10.536,0.007,41.200,6.154,0.473,0.057,115.0,21.9,115.0,115.0,300.0,1.9,0.0,0.0,0.0,0.0,510,0,8.1,0.0,13.3,18.8,2.6,12.5,2.6,32.4,6.4,33.7,6.6,27.3,2.4,23.7,5.1,14.0,9.6,10.7,8.2,18.9,9.0,12.1,9.6,9.2,11.1,10.7,27.6,29.9,18.0,14.5,3.2,2.5,0.6,0.4,4.6,2.3,3.0,0.6,48.8,3.4,2.9,1.9,2.2,2.9,0.1,79.8,85.4,86.4,89.1,72.7,86.3,82.7,87.7,47.1,60.6,68.8,30.2,24.9,44.6,53.6,2394.1,24.00,40,39,39,76,115,383,2,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,64.0,53.2,1.095,1.095,1.800,1.785,0.990,5.110,No,No,No,55.0,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,39,91.0,100.0,No,No,30125,22902,0.0,3.8,3.8,0.000,0.185,407656,692471,65.4,75.4,75.0,0.669,12.251,12.239,12.263,12.631,5.342,4.858,4.626,9.479,4.858,7.742,1.163,4.668,1177.0,1375.2,1042.0,1177.5,1125.0,3.0,0.0,0.0,2.0,11.2,0.1,0.3,0.0,0.0,0.0,0.0,Yes,No,No,No,No,Yes,No,7277,915,776,103,16.0,11.972,44.243,100.0,0.000,47.5,77.5,1056.3,6.8,52.4,12.90,147.95,0.95,10.46,2484.26,16.06,5.34,1252,98,3.8,2.0,0,0,0.0,0.0,0,
13.8.2025,13:58:54.900,26362,48572,35.1,23830,41376,36.5,1.2,1.246,1.210,1.168,1.149,1.169,1.194,1.254,1.329,1.299,1.329,1.304,1.292,1.247,1.257,1.247,0.818,3904.7,4289.5,4289.5,4289.5,4289.5,4588.8,4588.8,3790.7,3790.7,3790.7,3790.7,3790.7,3790.7,1795.6,3790.7,99.8,3591.2,600.0,988.4,208.5,839.9,246.2,1501.0,421.1,1590.5,262.8,937.7,180.1,1019.5,213.4,659.1,524.1,408.7,297.6,572.1,477.6,379.0,271.8,643.7,21.1,28.6,6.6,26.3,8.3,42.8,12.7,44.4,8.8,32.1,5.9,35.6,6.8,31.3,24.1,18.3,13.9,26.5,21.0,16.7,11.7,44.4,21.1,100.0,27.8,40.8,8.7,35.1,10.1,62.0,17.2,65.8,10.8,39.3,7.5,42.0,8.8,37.6,30.1,23.7,17.1,33.2,27.8,22.2,15.9,27.8,39.1,43.0,43.0,43.0,43.0,46.0,46.0,38.0,38.0,38.0,38.0,38.0,38.0,18.0,38.0,36.0,74,72,76,90,80,80,82,71,71,71,71,67,67,67,68,26,28,24,10,20,20,18,29,29,29,29,33,33,33,32,85,90,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,95,95,67,0.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,19.375,27.329,20.138,0.008,49.796,6.225,0.519,0.057,115.0,21.8,115.0,115.0,250.0,3.1,0.0,0.0,0.0,0.0,512,0,0.6,0.0,20.8,28.3,5.7,25.9,7.4,42.4,11.8,44.0,8.6,32.4,5.7,35.6,6.6,31.0,23.8,18.0,13.7,26.0,20.6,16.4,11.4,12.7,13.1,12.1,28.8,37.6,24.8,16.8,5.5,6.4,4.2,1.8,8.6,6.6,7.8,4.1,41.4,3.0,0.1,2.3,2.0,0.8,2.7,60.2,66.9,74.5,82.3,61.2,69.2,72.2,81.8,31.8,47.1,52.6,14.3,7.9,33.3,35.5,2394.1,24.00,40,39,39,76,115,383,2,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,65.0,53.5,1.095,1.095,1.800,1.785,1.005,5.180,No,No,No,55.2,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,39,91.0,100.0,No,No,30125,22902,1.0,2.8,3.7,0.159,13.691,407656,692497,66.0,75.9,75.0,0.669,12.250,12.236,12.263,12.664,4.740,4.960,4.589,9.540,4.960,7.701,0.282,1.145,1177.0,1375.2,1042.0,1177.5,1125.0,1.0,0.0,0.0,0.0,11.4,0.1,0.4,0.0,0.0,0.0,0.0,Yes,No,No,No,No,Yes,No,7257,935,796,103,16.0,11.972,44.243,100.0,0.000,47.5,50.8,76.7,6.4,28.6,19.70,155.41,13.04,13.17,0.00,22.85,9.82,1252,98,10.8,7.8,0,0,0.0,0.0,0,
13.8.2025,13:58:56.896,26426,48508,35.2,23842,41364,36.5,1.2,1.294,1.189,1.300,1.161,1.225,1.251,1.236,1.276,1.396,1.396,1.291,1.276,1.386,1.368,1.368,0.818,3641.1,4289.5,4289.5,4289.5,3491.5,1396.6,4888.0,1795.6,3790.7,3790.7,3790.7,3790.7,3790.7,3790.7,3790.7,99.8,3591.2,254.5,323.7,23.4,232.2,20.1,1067.2,76.5,1147.2,48.5,572.7,26.6,538.7,37.6,260.6,234.0,49.4,31.8,231.0,88.0,36.2,45.6,293.1,8.8,10.5,0.4,7.5,0.2,30.7,1.9,34.0,1.5,22.6,0.4,21.2,1.2,11.7,11.7,1.8,1.0,10.7,3.6,1.1,1.5,34.0,8.8,100.0,11.5,13.9,1.1,10.0,1.0,44.5,3.2,47.9,2.1,23.4,1.2,22.6,1.7,15.0,13.5,3.1,2.1,13.7,5.3,2.3,2.8,11.5,36.5,43.0,43.0,43.0,35.0,14.0,49.0,18.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0,74,82,84,85,79,76,78,71,71,71,71,67,67,67,67,26,18,16,15,21,24,22,29,29,29,29,33,33,33,33,88,85,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,101,101,66,0.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.100,21.875,35.521,27.766,0.007,60.071,6.696,0.601,0.056,115.0,21.6,115.0,115.0,300.0,5.0,0.0,0.0,0.0,0.0,512,0,1.6,0.0,9.4,11.2,1.1,8.3,0.9,31.1,2.5,34.6,2.2,22.9,1.1,21.9,1.9,12.4,12.2,2.5,1.7,11.3,4.3,1.8,2.2,10.9,14.0,9.3,44.1,48.8,17.2,12.2,0.7,2.2,1.0,0.0,1.7,0.1,1.1,0.0,51.8,0.0,0.0,0.1,0.6,0.0,0.0,83.7,83.5,94.5,96.2,83.0,92.9,94.9,95.8,47.6,68.2,76.9,18.6,10.8,52.9,58.0,2394.1,24.00,40,39,39,76,115,383,2,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,64.0,53.5,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,55.2,1.095,1.095,1.800,1.785,1.005,5.110,No,No,No,39,91.0,100.0,No,No,30125,22902,0.1,4.7,4.8,0.105,0.527,407657,692498,66.1,76.0,75.0,0.669,12.245,12.232,12.258,12.668,5.381,4.923,4.624,9.549,4.923,7.739,1.178,4.733,1177.0,1375.2,1042.0,1177.5,1125.0,1.0,0.0,0.0,0.0,11.4,0.0,0.2,0.0,0.0,0.0,0.0,Yes,No,No,No,No,Yes,No,7257,935,796,103,16.0,11.972,44.243,100.0,0.000,47.5,50.8,0.0,0.0,28.6,19.70,0.00,0.00,0.00,0.00,0.00,0.00,1252,98,9.3,10.7,0,0,0.0,0.0,0,
